000000000000000001110111011101110111011100000000000000000000	5	3	18	23	5
000000000000011101110111011101110111000000000000000000000000	6	3	18	23	6
000000000000000000000000000000000000000000000000000000010111	0	3	4	24	1
000000000000000000000000000000000000000000000000000100000111	0	3	4	24	1
000000000000000000000000000000000000000000000001000000000111	0	3	4	24	1
000000000000000000000000000000000000000000010000000000000111	0	3	4	24	1
000000000000000000000000000000000000000100000000000000000111	0	3	4	24	1
000000000000000000000000000000000001000000000000000000000111	0	3	4	24	1
000000000000000000000000000000010000000000000000000000000111	0	3	4	24	1
000000000000000000000000000100000000000000000000000000000111	0	3	4	24	1
000000000000000000000001000000000000000000000000000000000111	0	3	4	24	1
000000000000000000010000000000000000000000000000000000000111	0	3	4	24	1
000000000000000100000000000000000000000000000000000000000111	0	3	4	24	1
000000000001000000000000000000000000000000000000000000000111	0	3	4	24	1
000000010000000000000000000000000000000000000000000000000111	0	3	4	24	1
000100000000000000000000000000000000000000000000000000000111	0	3	4	24	1
000000000000000000000000000000000000000000000000000001110001	0	1	4	24	2
000000000000000000000000000000000000000000000000000101110000	1	3	4	24	2
000000000000000000000000000000000000000000000001000001110000	1	3	4	24	2
000000000000000000000000000000000000000000010000000001110000	1	3	4	24	2
000000000000000000000000000000000000000100000000000001110000	1	3	4	24	2
000000000000000000000000000000000001000000000000000001110000	1	3	4	24	2
000000000000000000000000000000010000000000000000000001110000	1	3	4	24	2
000000000000000000000000000100000000000000000000000001110000	1	3	4	24	2
000000000000000000000001000000000000000000000000000001110000	1	3	4	24	2
000000000000000000010000000000000000000000000000000001110000	1	3	4	24	2
000000000000000100000000000000000000000000000000000001110000	1	3	4	24	2
000000000001000000000000000000000000000000000000000001110000	1	3	4	24	2
000000010000000000000000000000000000000000000000000001110000	1	3	4	24	2
000100000000000000000000000000000000000000000000000001110000	1	3	4	24	2
000000000000000000000000000000000000000000000000011100000001	0	1	4	24	3
000000000000000000000000000000000000000000000000011100010000	1	1	4	24	3
000000000000000000000000000000000000000000000001011100000000	2	3	4	24	3
000000000000000000000000000000000000000000010000011100000000	2	3	4	24	3
000000000000000000000000000000000000000100000000011100000000	2	3	4	24	3
000000000000000000000000000000000001000000000000011100000000	2	3	4	24	3
000000000000000000000000000000010000000000000000011100000000	2	3	4	24	3
000000000000000000000000000100000000000000000000011100000000	2	3	4	24	3
000000000000000000000001000000000000000000000000011100000000	2	3	4	24	3
000000000000000000010000000000000000000000000000011100000000	2	3	4	24	3
000000000000000100000000000000000000000000000000011100000000	2	3	4	24	3
000000000001000000000000000000000000000000000000011100000000	2	3	4	24	3
000000010000000000000000000000000000000000000000011100000000	2	3	4	24	3
000100000000000000000000000000000000000000000000011100000000	2	3	4	24	3
000000000000000000000000000000000000000000000111000000000001	0	1	4	24	4
000000000000000000000000000000000000000000000111000000010000	1	1	4	24	4
000000000000000000000000000000000000000000000111000100000000	2	1	4	24	4
000000000000000000000000000000000000000000010111000000000000	3	3	4	24	4
000000000000000000000000000000000000000100000111000000000000	3	3	4	24	4
000000000000000000000000000000000001000000000111000000000000	3	3	4	24	4
000000000000000000000000000000010000000000000111000000000000	3	3	4	24	4
000000000000000000000000000100000000000000000111000000000000	3	3	4	24	4
000000000000000000000001000000000000000000000111000000000000	3	3	4	24	4
000000000000000000010000000000000000000000000111000000000000	3	3	4	24	4
000000000000000100000000000000000000000000000111000000000000	3	3	4	24	4
000000000001000000000000000000000000000000000111000000000000	3	3	4	24	4
000000010000000000000000000000000000000000000111000000000000	3	3	4	24	4
000100000000000000000000000000000000000000000111000000000000	3	3	4	24	4
000000000000000000000000000000000000000001110000000000000001	0	1	4	24	5
000000000000000000000000000000000000000001110000000000010000	1	1	4	24	5
000000000000000000000000000000000000000001110000000100000000	2	1	4	24	5
000000000000000000000000000000000000000001110001000000000000	3	1	4	24	5
000000000000000000000000000000000000000101110000000000000000	4	3	4	24	5
000000000000000000000000000000000001000001110000000000000000	4	3	4	24	5
000000000000000000000000000000010000000001110000000000000000	4	3	4	24	5
000000000000000000000000000100000000000001110000000000000000	4	3	4	24	5
000000000000000000000001000000000000000001110000000000000000	4	3	4	24	5
000000000000000000010000000000000000000001110000000000000000	4	3	4	24	5
000000000000000100000000000000000000000001110000000000000000	4	3	4	24	5
000000000001000000000000000000000000000001110000000000000000	4	3	4	24	5
000000010000000000000000000000000000000001110000000000000000	4	3	4	24	5
000100000000000000000000000000000000000001110000000000000000	4	3	4	24	5
000000000000000000000000000000000000011100000000000000000001	0	1	4	24	6
000000000000000000000000000000000000011100000000000000010000	1	1	4	24	6
000000000000000000000000000000000000011100000000000100000000	2	1	4	24	6
000000000000000000000000000000000000011100000001000000000000	3	1	4	24	6
000000000000000000000000000000000000011100010000000000000000	4	1	4	24	6
000000000000000000000000000000000001011100000000000000000000	5	3	4	24	6
000000000000000000000000000000010000011100000000000000000000	5	3	4	24	6
000000000000000000000000000100000000011100000000000000000000	5	3	4	24	6
000000000000000000000001000000000000011100000000000000000000	5	3	4	24	6
000000000000000000010000000000000000011100000000000000000000	5	3	4	24	6
000000000000000100000000000000000000011100000000000000000000	5	3	4	24	6
000000000001000000000000000000000000011100000000000000000000	5	3	4	24	6
000000010000000000000000000000000000011100000000000000000000	5	3	4	24	6
000100000000000000000000000000000000011100000000000000000000	5	3	4	24	6
000000000000000000000000000000000111000000000000000000000001	0	1	4	24	7
000000000000000000000000000000000111000000000000000000010000	1	1	4	24	7
000000000000000000000000000000000111000000000000000100000000	2	1	4	24	7
000000000000000000000000000000000111000000000001000000000000	3	1	4	24	7
000000000000000000000000000000000111000000010000000000000000	4	1	4	24	7
000000000000000000000000000000000111000100000000000000000000	5	1	4	24	7
000000000000000000000000000000010111000000000000000000000000	6	3	4	24	7
000000000000000000000000000100000111000000000000000000000000	6	3	4	24	7
000000000000000000000001000000000111000000000000000000000000	6	3	4	24	7
000000000000000000010000000000000111000000000000000000000000	6	3	4	24	7
000000000000000100000000000000000111000000000000000000000000	6	3	4	24	7
000000000001000000000000000000000111000000000000000000000000	6	3	4	24	7
000000010000000000000000000000000111000000000000000000000000	6	3	4	24	7
000100000000000000000000000000000111000000000000000000000000	6	3	4	24	7
000000000000000000000000000001110000000000000000000000000001	0	1	4	24	8
000000000000000000000000000001110000000000000000000000010000	1	1	4	24	8
000000000000000000000000000001110000000000000000000100000000	2	1	4	24	8
000000000000000000000000000001110000000000000001000000000000	3	1	4	24	8
000000000000000000000000000001110000000000010000000000000000	4	1	4	24	8
000000000000000000000000000001110000000100000000000000000000	5	1	4	24	8
000000000000000000000000000001110001000000000000000000000000	6	1	4	24	8
000000000000000000000000000101110000000000000000000000000000	7	3	4	24	8
000000000000000000000001000001110000000000000000000000000000	7	3	4	24	8
000000000000000000010000000001110000000000000000000000000000	7	3	4	24	8
000000000000000100000000000001110000000000000000000000000000	7	3	4	24	8
000000000001000000000000000001110000000000000000000000000000	7	3	4	24	8
000000010000000000000000000001110000000000000000000000000000	7	3	4	24	8
000100000000000000000000000001110000000000000000000000000000	7	3	4	24	8
000000000000000000000000011100000000000000000000000000000001	0	1	4	24	9
000000000000000000000000011100000000000000000000000000010000	1	1	4	24	9
000000000000000000000000011100000000000000000000000100000000	2	1	4	24	9
000000000000000000000000011100000000000000000001000000000000	3	1	4	24	9
000000000000000000000000011100000000000000010000000000000000	4	1	4	24	9
000000000000000000000000011100000000000100000000000000000000	5	1	4	24	9
000000000000000000000000011100000001000000000000000000000000	6	1	4	24	9
000000000000000000000000011100010000000000000000000000000000	7	1	4	24	9
000000000000000000000001011100000000000000000000000000000000	8	3	4	24	9
000000000000000000010000011100000000000000000000000000000000	8	3	4	24	9
000000000000000100000000011100000000000000000000000000000000	8	3	4	24	9
000000000001000000000000011100000000000000000000000000000000	8	3	4	24	9
000000010000000000000000011100000000000000000000000000000000	8	3	4	24	9
000100000000000000000000011100000000000000000000000000000000	8	3	4	24	9
000000000000000000000111000000000000000000000000000000000001	0	1	4	24	10
000000000000000000000111000000000000000000000000000000010000	1	1	4	24	10
000000000000000000000111000000000000000000000000000100000000	2	1	4	24	10
000000000000000000000111000000000000000000000001000000000000	3	1	4	24	10
000000000000000000000111000000000000000000010000000000000000	4	1	4	24	10
000000000000000000000111000000000000000100000000000000000000	5	1	4	24	10
000000000000000000000111000000000001000000000000000000000000	6	1	4	24	10
000000000000000000000111000000010000000000000000000000000000	7	1	4	24	10
000000000000000000000111000100000000000000000000000000000000	8	1	4	24	10
000000000000000000010111000000000000000000000000000000000000	9	3	4	24	10
000000000000000100000111000000000000000000000000000000000000	9	3	4	24	10
000000000001000000000111000000000000000000000000000000000000	9	3	4	24	10
000000010000000000000111000000000000000000000000000000000000	9	3	4	24	10
000100000000000000000111000000000000000000000000000000000000	9	3	4	24	10
000000000000000001110000000000000000000000000000000000000001	0	1	4	24	11
000000000000000001110000000000000000000000000000000000010000	1	1	4	24	11
000000000000000001110000000000000000000000000000000100000000	2	1	4	24	11
000000000000000001110000000000000000000000000001000000000000	3	1	4	24	11
000000000000000001110000000000000000000000010000000000000000	4	1	4	24	11
000000000000000001110000000000000000000100000000000000000000	5	1	4	24	11
000000000000000001110000000000000001000000000000000000000000	6	1	4	24	11
000000000000000001110000000000010000000000000000000000000000	7	1	4	24	11
000000000000000001110000000100000000000000000000000000000000	8	1	4	24	11
000000000000000001110001000000000000000000000000000000000000	9	1	4	24	11
000000000000000101110000000000000000000000000000000000000000	10	3	4	24	11
000000000001000001110000000000000000000000000000000000000000	10	3	4	24	11
000000010000000001110000000000000000000000000000000000000000	10	3	4	24	11
000100000000000001110000000000000000000000000000000000000000	10	3	4	24	11
000000000000011100000000000000000000000000000000000000000001	0	1	4	24	12
000000000000011100000000000000000000000000000000000000010000	1	1	4	24	12
000000000000011100000000000000000000000000000000000100000000	2	1	4	24	12
000000000000011100000000000000000000000000000001000000000000	3	1	4	24	12
000000000000011100000000000000000000000000010000000000000000	4	1	4	24	12
000000000000011100000000000000000000000100000000000000000000	5	1	4	24	12
000000000000011100000000000000000001000000000000000000000000	6	1	4	24	12
000000000000011100000000000000010000000000000000000000000000	7	1	4	24	12
000000000000011100000000000100000000000000000000000000000000	8	1	4	24	12
000000000000011100000001000000000000000000000000000000000000	9	1	4	24	12
000000000000011100010000000000000000000000000000000000000000	10	1	4	24	12
000000000001011100000000000000000000000000000000000000000000	11	3	4	24	12
000000010000011100000000000000000000000000000000000000000000	11	3	4	24	12
000100000000011100000000000000000000000000000000000000000000	11	3	4	24	12
000000000111000000000000000000000000000000000000000000000001	0	1	4	24	13
000000000111000000000000000000000000000000000000000000010000	1	1	4	24	13
000000000111000000000000000000000000000000000000000100000000	2	1	4	24	13
000000000111000000000000000000000000000000000001000000000000	3	1	4	24	13
000000000111000000000000000000000000000000010000000000000000	4	1	4	24	13
000000000111000000000000000000000000000100000000000000000000	5	1	4	24	13
000000000111000000000000000000000001000000000000000000000000	6	1	4	24	13
000000000111000000000000000000010000000000000000000000000000	7	1	4	24	13
000000000111000000000000000100000000000000000000000000000000	8	1	4	24	13
000000000111000000000001000000000000000000000000000000000000	9	1	4	24	13
000000000111000000010000000000000000000000000000000000000000	10	1	4	24	13
000000000111000100000000000000000000000000000000000000000000	11	1	4	24	13
000000010111000000000000000000000000000000000000000000000000	12	3	4	24	13
000100000111000000000000000000000000000000000000000000000000	12	3	4	24	13
000100010000000000000000000000000000000000000000000001110111	0	3	8	25	1
000000010000000000000000000000000000000000000000000101110111	0	3	8	25	1
000000010000000000000000000000000000000000000001000001110111	0	3	8	25	1
000000010000000000000000000000000000000000010000000001110111	0	3	8	25	1
000000010000000000000000000000000000000100000000000001110111	0	3	8	25	1
000000010000000000000000000000000001000000000000000001110111	0	3	8	25	1
000000010000000000000000000000010000000000000000000001110111	0	3	8	25	1
000000010000000000000000000100000000000000000000000001110111	0	3	8	25	1
000000010000000000000001000000000000000000000000000001110111	0	3	8	25	1
000000010000000000010000000000000000000000000000000001110111	0	3	8	25	1
000000010000000100000000000000000000000000000000000001110111	0	3	8	25	1
000000010001000000000000000000000000000000000000000001110111	0	3	8	25	1
000100000000000000000000000000000000000000000000000101110111	0	3	8	25	1
000100000000000000000000000000000000000000000001000001110111	0	3	8	25	1
000100000000000000000000000000000000000000010000000001110111	0	3	8	25	1
000100000000000000000000000000000000000100000000000001110111	0	3	8	25	1
000100000000000000000000000000000001000000000000000001110111	0	3	8	25	1
000100000000000000000000000000010000000000000000000001110111	0	3	8	25	1
000100000000000000000000000100000000000000000000000001110111	0	3	8	25	1
000100000000000000000001000000000000000000000000000001110111	0	3	8	25	1
000100000000000000010000000000000000000000000000000001110111	0	3	8	25	1
000100000000000100000000000000000000000000000000000001110111	0	3	8	25	1
000100000001000000000000000000000000000000000000000001110111	0	3	8	25	1
000000000000000000000000000000000000000000000000001101110111	0	3	8	25	1
000000000000000000000000000000000000000000000001000101110111	0	3	8	25	1
000000000000000000000000000000000000000000010000000101110111	0	3	8	25	1
000000000000000000000000000000000000000100000000000101110111	0	3	8	25	1
000000000000000000000000000000000001000000000000000101110111	0	3	8	25	1
000000000000000000000000000000010000000000000000000101110111	0	3	8	25	1
000000000000000000000000000100000000000000000000000101110111	0	3	8	25	1
000000000000000000000001000000000000000000000000000101110111	0	3	8	25	1
000000000000000000010000000000000000000000000000000101110111	0	3	8	25	1
000000000000000100000000000000000000000000000000000101110111	0	3	8	25	1
000000000001000000000000000000000000000000000000000101110111	0	3	8	25	1
000000000000000000000000000000000000000000000011000001110111	0	3	8	25	1
000000000000000000000000000000000000000000010001000001110111	0	3	8	25	1
000000000000000000000000000000000000000100000001000001110111	0	3	8	25	1
000000000000000000000000000000000001000000000001000001110111	0	3	8	25	1
000000000000000000000000000000010000000000000001000001110111	0	3	8	25	1
000000000000000000000000000100000000000000000001000001110111	0	3	8	25	1
000000000000000000000001000000000000000000000001000001110111	0	3	8	25	1
000000000000000000010000000000000000000000000001000001110111	0	3	8	25	1
000000000000000100000000000000000000000000000001000001110111	0	3	8	25	1
000000000001000000000000000000000000000000000001000001110111	0	3	8	25	1
000000000000000000000000000000000000000000110000000001110111	0	3	8	25	1
000000000000000000000000000000000000000100010000000001110111	0	3	8	25	1
000000000000000000000000000000000001000000010000000001110111	0	3	8	25	1
000000000000000000000000000000010000000000010000000001110111	0	3	8	25	1
000000000000000000000000000100000000000000010000000001110111	0	3	8	25	1
000000000000000000000001000000000000000000010000000001110111	0	3	8	25	1
000000000000000000010000000000000000000000010000000001110111	0	3	8	25	1
000000000000000100000000000000000000000000010000000001110111	0	3	8	25	1
000000000001000000000000000000000000000000010000000001110111	0	3	8	25	1
000000000000000000000000000000000000001100000000000001110111	0	3	8	25	1
000000000000000000000000000000000001000100000000000001110111	0	3	8	25	1
000000000000000000000000000000010000000100000000000001110111	0	3	8	25	1
000000000000000000000000000100000000000100000000000001110111	0	3	8	25	1
000000000000000000000001000000000000000100000000000001110111	0	3	8	25	1
000000000000000000010000000000000000000100000000000001110111	0	3	8	25	1
000000000000000100000000000000000000000100000000000001110111	0	3	8	25	1
000000000001000000000000000000000000000100000000000001110111	0	3	8	25	1
000000000000000000000000000000000011000000000000000001110111	0	3	8	25	1
000000000000000000000000000000010001000000000000000001110111	0	3	8	25	1
000000000000000000000000000100000001000000000000000001110111	0	3	8	25	1
000000000000000000000001000000000001000000000000000001110111	0	3	8	25	1
000000000000000000010000000000000001000000000000000001110111	0	3	8	25	1
000000000000000100000000000000000001000000000000000001110111	0	3	8	25	1
000000000001000000000000000000000001000000000000000001110111	0	3	8	25	1
000000000000000000000000000000110000000000000000000001110111	0	3	8	25	1
000000000000000000000000000100010000000000000000000001110111	0	3	8	25	1
000000000000000000000001000000010000000000000000000001110111	0	3	8	25	1
000000000000000000010000000000010000000000000000000001110111	0	3	8	25	1
000000000000000100000000000000010000000000000000000001110111	0	3	8	25	1
000000000001000000000000000000010000000000000000000001110111	0	3	8	25	1
000000000000000000000000001100000000000000000000000001110111	0	3	8	25	1
000000000000000000000001000100000000000000000000000001110111	0	3	8	25	1
000000000000000000010000000100000000000000000000000001110111	0	3	8	25	1
000000000000000100000000000100000000000000000000000001110111	0	3	8	25	1
000000000001000000000000000100000000000000000000000001110111	0	3	8	25	1
000000000000000000000011000000000000000000000000000001110111	0	3	8	25	1
000000000000000000010001000000000000000000000000000001110111	0	3	8	25	1
000000000000000100000001000000000000000000000000000001110111	0	3	8	25	1
000000000001000000000001000000000000000000000000000001110111	0	3	8	25	1
000000000000000000110000000000000000000000000000000001110111	0	3	8	25	1
000000000000000100010000000000000000000000000000000001110111	0	3	8	25	1
000000000001000000010000000000000000000000000000000001110111	0	3	8	25	1
000000000000001100000000000000000000000000000000000001110111	0	3	8	25	1
000000000001000100000000000000000000000000000000000001110111	0	3	8	25	1
000000000011000000000000000000000000000000000000000001110111	0	3	8	25	1
000100010000000000000000000000000000000000000000011101110000	1	3	8	25	2
000000010000000000000000000000000000000000000000011101110001	0	1	8	25	2
000000010000000000000000000000000000000000000001011101110000	1	3	8	25	2
000000010000000000000000000000000000000000010000011101110000	1	3	8	25	2
000000010000000000000000000000000000000100000000011101110000	1	3	8	25	2
000000010000000000000000000000000001000000000000011101110000	1	3	8	25	2
